# Ep lEiso
74.915 116.071
78.976 116.008
91.968 116.365
95.610 116.363
97.544 116.273
101.947 116.197
104.584 116.500
105.764 116.568
107.574 116.250
107.646 116.255
108.923 116.373
111.138 116.337
111.957 116.499
113.645 116.435
115.285 116.376
115.963 116.564
118.906 116.445
119.372 116.534
120.500 116.571
120.798 116.382
121.377 116.479
121.469 116.439
121.824 116.653
122.407 116.527
122.897 116.489
123.633 116.400
123.663 116.425
124.129 116.468
124.519 116.496
124.813 116.437
127.542 116.289
127.671 116.272
127.887 116.434
128.719 116.395
129.718 116.400
129.822 116.268
131.042 116.734
131.673 116.644
131.744 116.353
132.720 116.704
133.154 116.465
133.502 116.506
134.129 116.361
134.243 116.346
134.411 116.495
134.838 116.431
135.845 116.441
137.401 116.703
137.504 116.603
137.581 116.421
137.695 116.590
137.911 116.312
138.445 116.496
138.662 116.491
139.311 116.651
139.400 116.477
139.684 116.452
141.500 116.732
141.888 116.492
143.148 116.546
143.151 116.561
143.835 116.418
144.364 116.437
145.252 116.517
145.305 116.655
145.964 116.391
146.359 116.645
147.641 116.871
147.767 116.707
148.218 116.633
148.886 116.447
148.892 116.444
149.053 116.633
149.347 116.512
149.862 116.391
150.205 116.555
150.411 116.747
151.299 116.643
151.950 116.585
151.978 116.601
152.394 116.492
152.533 116.551
152.717 116.695
153.124 116.585
153.604 116.568
153.799 116.554
153.977 116.525
154.942 116.628
155.062 116.539
155.236 116.543
155.413 116.585
155.837 116.695
155.870 116.658
155.921 116.734
156.576 116.732
156.743 116.607
157.204 116.707
158.220 116.740
158.568 116.732
158.582 116.599
158.922 116.497
158.957 116.470
158.995 116.413
159.048 116.563
159.177 116.682
159.366 116.709
159.413 116.575
159.850 116.643
160.305 116.624
160.451 116.432
160.687 116.493
160.712 116.432
160.971 116.589
161.303 116.551
161.340 116.607
161.558 116.630
161.809 116.736
164.036 116.520
164.068 116.793
164.356 116.658
164.721 116.530
164.815 116.641
164.894 116.628
165.237 116.401
165.421 116.687
165.529 116.702
166.494 116.424
166.596 116.647
166.862 116.710
167.270 116.571
167.469 116.621
167.975 116.503
168.187 116.597
168.578 116.370
168.632 116.699
169.447 116.696
169.549 116.806
170.310 116.614
170.356 116.532
170.811 116.784
171.128 116.708
171.209 116.786
171.284 116.682
172.021 116.685
172.115 116.722
172.224 116.562
173.089 116.683
173.194 116.637
174.452 116.620
174.511 116.692
174.517 116.878
175.735 116.672
175.979 116.662
176.386 116.582
176.843 116.763
177.548 116.654
177.786 116.660
177.842 116.825
178.614 116.648
178.836 116.748
178.980 116.675
179.343 116.689
179.371 116.798
179.669 116.477
179.828 116.711
180.519 116.684
181.024 116.734
182.495 116.743
182.642 116.779
182.933 116.774
183.112 116.729
183.489 116.684
183.513 116.647
184.381 116.589
184.612 116.941
184.719 116.670
185.013 116.845
185.048 116.988
185.329 116.797
185.463 116.887
185.770 116.751
186.370 116.922
186.485 116.820
186.656 116.686
186.684 116.786
187.599 116.700
188.273 116.811
188.547 116.775
188.633 116.934
189.145 116.694
189.351 116.786
189.565 116.846
189.571 116.740
189.835 116.759
190.655 116.649
191.116 117.007
191.563 116.850
191.808 116.696
191.972 116.813
192.091 116.679
192.191 116.849
192.350 116.899
193.205 116.814
193.450 116.888
193.949 116.976
194.071 116.786
194.120 116.661
194.385 116.781
194.685 116.723
194.889 116.858
195.231 116.930
195.349 117.084
195.549 116.838
196.486 116.771
197.103 116.630
197.247 116.728
197.273 116.847
197.438 117.044
197.752 117.021
197.881 116.865
198.606 116.902
200.975 116.710
201.051 116.891
201.178 116.726
201.200 116.825
201.922 116.859
202.224 117.082
202.424 116.799
202.428 116.732
202.621 116.878
203.726 116.822
203.782 116.701
203.967 116.911
205.405 116.718
206.055 116.801
206.523 116.926
207.815 116.871
208.685 116.983
208.781 116.867
209.572 116.838
209.684 116.808
210.306 116.832
210.381 116.958
210.729 116.786
210.848 116.710
210.858 116.845
211.494 116.867
211.960 116.871
213.328 116.721
213.348 116.599
213.951 116.977
214.404 116.805
214.442 116.676
215.535 117.042
215.542 116.874
215.551 116.923
215.777 116.742
215.875 116.961
216.298 116.810
216.640 116.888
216.768 116.848
216.796 116.801
217.086 116.859
218.465 116.760
220.316 117.020
220.334 116.947
220.645 116.788
221.709 116.828
221.927 117.034
222.058 117.062
222.184 116.864
222.637 116.768
223.095 116.834
223.141 116.803
223.217 117.024
223.334 117.101
224.110 116.940
224.480 117.022
224.985 116.740
225.106 116.797
225.136 117.057
225.255 116.796
225.471 116.697
225.839 116.859
226.270 116.855
226.492 117.012
226.889 116.983
