# Ep lEiso
36.411 -9.216
40.031 -9.873
45.106 -9.844
46.535 -9.885
46.933 -10.003
47.838 -10.128
48.402 -9.838
48.816 -9.781
49.263 -10.120
49.281 -10.116
49.596 -10.002
50.143 -10.053
50.344 -9.892
50.752 -9.968
51.001 -9.888
51.104 -9.844
51.551 -9.979
51.622 -9.888
51.793 -9.853
51.838 -10.051
51.960 -9.953
51.981 -9.994
52.060 -9.773
52.190 -9.949
52.299 -9.947
52.463 -10.044
52.469 -10.017
52.573 -9.974
52.640 -9.947
52.686 -10.011
53.118 -10.181
53.139 -10.199
53.173 -10.119
53.304 -10.078
53.462 -10.079
53.479 -10.216
53.672 -9.745
53.772 -9.841
53.783 -10.140
53.937 -9.787
54.006 -10.033
54.061 -9.994
54.160 -10.145
54.178 -10.161
54.205 -10.011
54.271 -10.078
54.394 -10.074
54.586 -9.818
54.601 -9.920
54.613 -10.103
54.630 -9.933
54.662 -9.860
54.742 -10.031
54.774 -10.036
54.871 -9.876
54.884 -10.053
54.927 -10.078
55.198 -9.801
55.255 -10.045
55.443 -9.995
55.444 -9.980
55.546 -10.127
55.625 -10.110
55.757 -10.031
55.765 -9.891
55.847 -10.162
55.896 -9.904
56.055 -9.678
56.070 -9.845
56.126 -9.922
56.208 -10.113
56.209 -10.117
56.229 -9.925
56.265 -10.049
56.329 -10.174
56.371 -10.008
56.397 -9.813
56.506 -9.921
56.587 -9.982
56.590 -9.966
56.642 -10.079
56.659 -9.807
56.681 -10.064
56.732 -9.985
56.792 -10.005
56.818 -10.020
56.842 -10.050
56.974 -9.948
56.990 -10.040
57.013 -10.035
57.038 -10.015
57.095 -9.883
57.100 -9.921
57.107 -9.844
57.186 -9.846
57.205 -9.973
57.260 -9.872
57.380 -9.839
57.421 -10.037
57.423 -9.983
57.463 -10.088
57.467 -10.116
57.472 -10.174
57.478 -10.021
57.493 -9.899
57.515 -9.872
57.521 -10.008
57.573 -9.939
57.626 -9.959
57.644 -10.156
57.671 -10.094
57.674 -10.156
57.705 -9.995
57.744 -10.035
57.748 -9.977
57.774 -9.954
57.804 -9.845
58.067 -10.069
58.071 -9.788
58.105 -9.928
58.148 -10.059
58.159 -9.945
58.168 -9.958
58.209 -10.192
58.231 -9.899
58.243 -9.883
58.354 -10.170
58.365 -10.051
58.394 -9.877
58.437 -10.022
58.458 -10.022
58.512 -10.093
58.535 -9.998
58.576 -10.232
58.582 -10.016
58.670 -10.018
58.681 -9.789
58.765 -9.991
58.770 -10.075
58.821 -9.822
58.856 -9.901
58.865 -9.822
58.873 -9.928
58.955 -9.931
58.965 -9.894
58.977 -10.056
59.073 -10.132
59.084 -9.988
59.224 -10.012
59.230 -9.941
59.231 -9.756
59.366 -9.970
59.393 -9.981
59.435 -10.063
59.482 -10.110
59.554 -9.999
59.579 -10.074
59.585 -9.833
59.664 -10.012
59.687 -9.916
59.701 -9.987
59.739 -9.977
59.741 -9.870
59.772 -10.185
59.788 -9.958
59.859 -9.989
59.911 -9.943
60.062 -9.944
60.077 -9.910
60.107 -9.917
60.125 -9.962
60.164 -10.007
60.167 -10.043
60.256 -10.103
60.280 -9.768
60.291 -10.027
60.321 -9.862
60.325 -9.726
60.353 -9.910
60.367 -9.825
60.397 -9.956
60.455 -9.798
60.467 -9.894
60.483 -10.021
60.486 -9.927
60.575 -10.013
60.641 -9.912
60.668 -9.947
60.676 -9.800
60.726 -10.026
60.746 -9.941
60.767 -9.887
60.768 -9.985
60.794 -9.969
60.874 -10.074
60.919 -9.747
60.962 -9.894
60.986 -10.036
61.002 -9.930
61.014 -10.053
61.024 -9.898
61.039 -9.853
61.123 -9.936
61.147 -9.869
61.195 -9.793
61.207 -9.965
61.212 -9.904
61.237 -9.970
61.265 -10.023
61.284 -9.901
61.316 -9.836
61.327 -9.697
61.346 -9.920
61.434 -9.983
61.492 -10.110
61.505 -10.022
61.508 -9.915
61.523 -9.737
61.553 -9.758
61.565 -9.899
61.633 -9.867
61.852 -10.042
61.859 -9.878
61.871 -10.027
61.873 -9.937
61.940 -9.907
61.968 -9.705
61.986 -9.962
61.986 -10.023
62.003 -9.892
62.103 -9.946
62.108 -10.055
62.125 -9.866
62.254 -10.045
62.312 -9.973
62.355 -9.863
62.471 -9.916
62.549 -9.819
62.558 -9.923
62.629 -9.952
62.639 -9.979
62.694 -9.959
62.700 -9.848
62.731 -10.001
62.741 -10.069
62.742 -9.949
62.798 -9.932
62.839 -9.930
62.958 -10.065
62.959 -10.171
63.011 -9.840
63.051 -9.993
63.054 -10.106
63.148 -9.786
63.149 -9.934
63.150 -9.891
63.169 -10.050
63.178 -9.858
63.214 -9.992
63.243 -9.923
63.254 -9.959
63.256 -10.000
63.281 -9.950
63.398 -10.039
63.556 -9.815
63.557 -9.879
63.584 -10.018
63.674 -9.985
63.693 -9.806
63.704 -9.781
63.714 -9.955
63.753 -10.039
63.791 -9.982
63.795 -10.009
63.802 -9.817
63.811 -9.750
63.877 -9.987
63.908 -9.821
