# Ep lEiso
44.912 -11.033
48.788 -11.549
57.788 -11.098
59.868 -11.150
60.923 -11.375
63.326 -11.253
64.695 -10.958
65.455 -10.820
66.623 -11.441
66.669 -11.539
67.492 -11.290
68.921 -11.396
69.448 -11.043
70.536 -11.203
71.373 -11.353
71.676 -11.143
72.992 -11.232
73.201 -11.318
73.705 -10.960
73.838 -11.391
74.198 -11.177
74.259 -11.268
74.492 -10.788
74.875 -11.170
75.196 -11.168
75.680 -11.378
75.699 -11.321
76.005 -11.227
76.261 -11.167
76.454 -11.305
77.971 -11.211
78.038 -11.032
78.151 -11.339
78.583 -10.692
79.103 -11.030
79.157 -11.240
79.791 -10.691
80.119 -10.899
80.156 -11.262
80.663 -10.774
80.889 -11.315
81.070 -11.227
81.396 -10.956
81.455 -11.014
81.543 -11.260
81.765 -11.407
82.288 -11.209
83.043 -10.819
83.099 -11.044
83.142 -11.349
83.204 -11.071
83.323 -10.908
83.617 -11.285
83.736 -11.295
84.092 -10.937
84.141 -11.330
84.297 -11.264
85.296 -10.756
85.509 -11.301
86.201 -11.181
86.203 -11.147
86.579 -11.474
86.870 -11.433
87.357 -11.253
87.387 -10.936
87.749 -11.351
87.966 -10.961
88.615 -10.447
88.678 -10.827
88.906 -11.001
89.243 -11.222
89.246 -11.266
89.328 -11.005
89.476 -11.233
89.736 -10.945
89.910 -11.194
90.014 -11.226
90.462 -11.238
90.791 -11.136
90.805 -11.099
91.015 -11.255
91.085 -11.218
91.178 -11.276
91.384 -11.143
91.629 -11.188
91.738 -11.222
91.836 -11.290
92.373 -11.058
92.439 -11.266
92.536 -11.257
92.634 -11.211
92.870 -11.120
92.888 -11.126
92.917 -10.818
93.262 -10.825
93.350 -11.117
93.592 -10.886
94.127 -11.211
94.310 -11.267
94.317 -11.144
94.496 -11.143
94.515 -11.447
94.535 -11.203
94.563 -11.231
94.630 -10.955
94.730 -10.893
94.755 -11.204
94.985 -11.048
95.224 -11.095
95.301 -11.235
95.425 -11.219
95.438 -11.113
95.575 -11.178
95.749 -11.270
95.768 -11.139
95.883 -11.086
96.015 -10.840
97.187 -11.354
97.204 -10.718
97.355 -11.034
97.546 -11.333
97.594 -11.076
97.634 -11.105
97.810 -11.125
97.904 -11.156
97.959 -10.937
98.453 -11.118
98.505 -11.069
98.642 -10.923
98.851 -11.249
98.953 -11.133
99.212 -11.124
99.320 -11.192
99.520 -11.139
99.548 -11.231
99.968 -11.233
100.023 -11.239
100.427 -11.170
100.452 -11.359
100.693 -10.784
100.862 -10.962
100.905 -11.131
100.945 -11.024
101.337 -11.029
101.386 -10.944
101.444 -11.252
101.901 -11.191
101.955 -11.151
102.615 -11.198
102.646 -11.035
102.649 -10.612
103.287 -11.092
103.415 -11.116
103.629 -11.301
103.868 -11.159
104.238 -11.146
104.363 -11.135
104.392 -11.166
104.797 -11.170
104.913 -11.099
104.988 -11.110
105.179 -11.083
105.193 -10.930
105.350 -11.091
105.433 -11.037
105.794 -11.108
106.057 -11.003
106.826 -11.004
106.902 -11.078
107.054 -11.068
107.148 -11.045
107.344 -11.150
107.357 -11.233
107.810 -11.063
107.931 -10.596
107.987 -11.035
108.142 -10.815
108.160 -10.499
108.307 -11.054
108.378 -10.727
108.539 -11.031
108.854 -10.664
108.915 -10.888
109.005 -11.183
109.020 -10.965
109.504 -11.164
109.860 -10.930
110.005 -11.012
110.050 -10.669
110.321 -11.195
110.430 -10.997
110.543 -11.069
110.547 -11.099
110.686 -11.061
111.119 -10.912
111.363 -10.543
111.600 -10.887
111.729 -11.126
111.816 -10.969
111.879 -11.004
111.932 -11.068
112.017 -10.789
112.475 -11.022
112.605 -11.107
112.873 -10.639
112.938 -11.042
112.964 -11.080
113.106 -11.055
113.267 -11.179
113.376 -10.915
113.558 -11.013
113.621 -10.421
113.729 -10.941
114.230 -11.090
114.560 -11.204
114.637 -11.184
114.651 -11.022
114.741 -10.522
114.914 -10.576
114.984 -10.903
115.383 -11.154
116.670 -11.254
116.712 -10.878
116.780 -10.939
116.792 -11.015
117.184 -10.951
117.346 -10.489
117.453 -11.076
117.456 -11.008
117.559 -10.913
118.152 -11.031
118.181 -11.281
118.280 -10.918
119.052 -10.737
119.400 -10.563
119.653 -10.825
120.350 -10.949
120.819 -10.724
120.871 -10.964
121.298 -11.030
121.359 -11.091
121.699 -10.437
121.740 -10.783
121.931 -11.136
121.996 -11.079
122.001 -11.014
122.349 -10.968
122.604 -10.962
123.340 -10.951
123.351 -10.981
123.677 -10.746
123.921 -11.100
123.942 -11.015
124.533 -11.102
124.536 -10.963
124.541 -10.863
124.664 -10.968
124.718 -10.786
124.948 -11.098
125.135 -10.938
125.205 -11.022
125.220 -11.119
125.378 -11.001
126.132 -10.997
127.149 -11.035
127.159 -10.958
127.331 -11.161
127.920 -11.018
128.041 -10.661
128.114 -10.961
128.183 -11.011
128.436 -10.942
128.691 -11.062
128.716 -10.968
128.759 -10.672
128.824 -10.512
129.257 -10.994
129.464 -10.995
129.739 -10.675
129.805 -11.136
129.821 -10.601
129.887 -11.075
130.005 -10.801
130.206 -11.011
130.443 -11.022
130.564 -10.700
130.782 -10.945
