# Ep lEiso
1.976 -12.183
4.526 -12.375
33.745 -12.358
38.206 -12.645
39.797 -12.994
43.420 -12.931
44.840 -12.651
45.882 -12.528
47.482 -13.149
47.545 -13.243
48.673 -13.010
50.631 -13.111
51.354 -12.808
52.530 -12.948
53.481 -12.805
53.874 -12.726
55.579 -12.972
55.850 -12.811
56.503 -12.751
56.676 -13.100
57.142 -12.927
57.221 -13.001
57.523 -12.615
58.019 -12.849
58.436 -12.920
59.062 -13.086
59.087 -13.041
59.483 -12.967
59.816 -12.920
60.065 -13.027
61.860 -13.303
61.944 -12.815
62.085 -13.052
62.629 -12.554
63.281 -12.814
63.350 -13.350
64.147 -12.557
64.559 -12.716
64.605 -13.213
65.243 -12.622
65.527 -13.030
65.754 -12.964
66.164 -13.212
66.238 -13.238
66.348 -12.988
66.627 -13.098
67.285 -13.087
68.311 -12.660
68.382 -12.827
68.434 -13.128
68.512 -12.848
68.660 -12.729
69.025 -13.009
69.173 -13.017
69.617 -12.758
69.678 -13.045
69.872 -13.086
71.114 -12.640
71.379 -13.032
72.240 -12.951
72.242 -12.927
72.710 -13.160
73.072 -13.132
73.678 -13.008
73.715 -12.788
74.165 -13.079
74.435 -12.810
75.312 -12.461
75.398 -12.721
75.706 -12.840
76.163 -13.133
76.167 -13.138
76.277 -12.844
76.471 -12.997
76.795 -13.222
77.011 -12.963
77.140 -12.661
77.698 -12.821
78.107 -12.909
78.125 -12.884
78.387 -13.055
78.474 -12.960
78.589 -12.732
78.845 -12.904
79.151 -12.931
79.286 -12.952
79.408 -12.998
80.076 -12.830
80.158 -12.972
80.279 -12.964
80.401 -12.931
80.695 -12.719
80.717 -12.777
80.753 -12.656
81.205 -12.656
81.321 -12.856
81.640 -12.693
82.342 -12.636
82.583 -12.947
82.592 -12.862
82.827 -13.027
82.851 -13.070
82.878 -13.162
82.915 -12.920
83.003 -12.727
83.134 -12.683
83.167 -12.899
83.469 -12.787
83.784 -12.817
83.884 -13.127
84.047 -13.028
84.065 -13.126
84.244 -12.870
84.465 -12.934
84.489 -12.842
84.634 -12.805
84.801 -12.633
86.284 -12.985
86.306 -12.543
86.497 -12.762
86.741 -12.968
86.803 -12.789
86.856 -12.810
87.084 -13.176
87.207 -12.716
87.279 -12.692
87.921 -13.139
87.989 -12.951
88.166 -12.679
88.438 -12.904
88.571 -12.903
88.908 -13.012
89.049 -12.862
89.309 -13.226
89.345 -12.888
89.892 -12.888
89.963 -12.531
90.489 -12.842
90.521 -12.972
90.835 -12.576
91.055 -12.698
91.110 -12.575
91.162 -12.740
91.672 -12.741
91.737 -12.683
91.811 -12.936
92.404 -13.053
92.476 -12.829
93.337 -12.867
93.378 -12.756
93.382 -12.471
94.216 -12.801
94.383 -12.818
94.662 -12.944
94.975 -13.016
95.457 -12.845
95.621 -12.960
95.658 -12.593
96.187 -12.866
96.340 -12.720
96.438 -12.828
96.687 -12.812
96.706 -12.651
96.910 -13.125
97.019 -12.784
97.492 -12.830
97.838 -12.762
98.845 -12.763
98.946 -12.713
99.147 -12.721
99.271 -12.787
99.531 -12.852
99.547 -12.905
100.147 -12.990
100.307 -12.490
100.381 -12.875
100.585 -12.629
100.609 -12.425
100.803 -12.698
100.897 -12.570
101.110 -12.763
101.525 -12.525
101.605 -12.668
101.724 -12.857
101.743 -12.716
102.378 -12.839
102.845 -12.685
103.035 -12.737
103.094 -12.516
103.450 -12.851
103.592 -12.723
103.741 -12.641
103.745 -12.787
103.928 -12.762
104.496 -12.916
104.816 -12.423
105.126 -12.641
105.296 -12.853
105.410 -12.692
105.492 -12.877
105.562 -12.644
105.674 -12.575
106.277 -12.694
106.449 -12.592
106.801 -12.474
106.887 -12.733
106.921 -12.904
107.109 -12.740
107.320 -12.819
107.464 -12.636
107.705 -12.538
107.788 -12.330
107.929 -12.664
108.589 -12.757
109.024 -12.948
109.126 -12.815
109.144 -12.655
109.260 -12.389
109.482 -12.421
109.572 -12.631
110.083 -12.583
111.734 -12.841
111.788 -12.598
111.878 -12.819
111.894 -12.687
112.407 -12.646
112.623 -12.351
112.765 -12.728
112.768 -12.816
112.905 -12.625
113.692 -12.704
113.731 -12.863
113.863 -12.588
114.886 -12.525
115.349 -12.743
115.682 -12.584
116.602 -12.662
117.220 -12.522
117.288 -12.671
117.863 -12.708
117.944 -12.746
118.397 -12.713
118.452 -12.552
118.706 -12.771
118.793 -12.868
118.800 -12.566
