# Ep lEiso
33.593 122.076
36.191 122.002
40.503 122.153
41.693 122.123
42.114 122.052
43.074 121.930
43.445 122.177
43.770 122.072
44.270 122.015
44.289 122.018
44.621 122.082
45.002 122.078
45.143 122.053
45.433 121.964
45.715 121.956
45.832 121.958
46.200 121.836
46.252 121.875
46.378 121.875
46.411 121.772
46.501 121.810
46.516 121.823
46.574 121.889
46.669 121.810
46.749 121.780
46.869 121.625
46.874 121.813
46.950 121.740
47.014 121.745
47.062 121.594
47.401 121.612
47.415 121.604
47.440 121.684
47.532 121.823
47.644 121.748
47.656 121.599
47.792 121.816
47.862 121.772
47.870 121.637
47.979 121.795
48.027 121.685
48.066 121.702
48.136 121.796
48.149 121.630
48.168 121.695
48.215 121.666
48.311 121.605
48.438 121.780
48.448 121.736
48.456 121.658
48.467 121.731
48.488 121.610
48.541 121.690
48.562 121.688
48.626 121.758
48.635 121.681
48.663 121.671
48.842 121.794
48.880 121.688
49.005 121.625
49.005 121.629
49.072 121.654
49.125 121.662
49.212 121.698
49.217 121.620
49.274 121.640
49.304 121.756
49.401 121.860
49.410 121.784
49.444 121.750
49.495 121.664
49.495 121.663
49.507 121.750
49.530 121.694
49.569 121.637
49.595 121.714
49.610 121.803
49.677 121.755
49.727 121.727
49.729 121.735
49.760 121.683
49.771 121.809
49.785 121.779
49.815 121.727
49.852 121.719
49.868 121.712
49.883 121.698
49.963 121.747
49.973 121.704
49.988 121.706
50.003 121.716
50.038 121.779
50.041 121.761
50.045 121.798
50.099 121.797
50.113 121.737
50.145 121.785
50.213 121.801
50.237 121.796
50.238 121.732
50.260 121.682
50.263 121.669
50.265 121.641
50.269 121.714
50.278 121.772
50.290 121.785
50.294 121.720
50.323 121.753
50.354 121.743
50.363 121.649
50.379 121.679
50.381 121.649
50.398 121.726
50.421 121.707
50.423 121.735
50.438 121.746
50.455 121.818
50.604 121.690
50.607 121.826
50.626 121.758
50.651 121.694
50.657 121.750
50.662 121.744
50.685 121.629
50.698 121.773
50.705 121.780
50.770 121.640
50.777 121.699
50.794 121.784
50.822 121.713
50.835 121.714
50.869 121.679
50.884 121.726
50.907 121.610
50.910 121.778
50.957 121.716
50.963 121.830
51.008 121.729
51.010 121.687
51.037 121.815
51.056 121.775
51.061 121.815
51.065 121.761
51.109 121.760
51.114 121.779
51.121 121.696
51.172 121.657
51.178 121.731
51.252 121.718
51.256 121.638
51.256 121.852
51.328 121.741
51.342 121.618
51.367 121.691
51.393 121.666
51.435 121.725
51.449 121.685
51.452 121.814
51.498 121.718
51.511 121.563
51.520 121.612
51.541 121.737
51.543 121.643
51.560 121.624
51.570 121.747
51.606 121.732
51.633 121.757
51.709 121.760
51.716 121.779
51.732 121.776
51.741 121.752
51.760 121.728
51.762 121.709
51.807 121.679
51.819 121.859
51.824 121.679
51.840 121.809
51.841 121.882
51.856 121.784
51.863 121.830
51.879 121.761
51.910 121.846
51.916 121.653
51.925 121.881
51.927 121.778
51.974 121.734
52.010 121.789
52.024 121.868
52.028 121.849
52.055 121.730
52.066 121.776
52.077 121.805
52.077 121.753
52.091 121.654
52.134 121.636
52.158 121.882
52.181 121.805
52.193 121.731
52.201 121.732
52.206 121.722
52.211 121.689
52.218 121.827
52.259 121.656
52.270 121.819
52.294 121.859
52.300 121.768
52.302 121.656
52.314 121.765
52.329 121.737
52.338 121.682
52.354 121.834
52.360 121.907
52.369 121.789
52.414 121.755
52.443 121.686
52.450 121.733
52.451 121.689
52.459 121.883
52.473 121.871
52.479 121.796
52.514 121.812
52.624 121.716
52.628 121.802
52.634 121.724
52.635 121.771
52.668 121.786
52.682 121.891
52.692 121.756
52.692 121.725
52.701 121.793
52.750 121.765
52.752 121.708
52.760 121.808
52.823 121.832
52.851 121.754
52.871 121.813
52.927 121.786
52.964 121.839
52.968 121.661
53.003 121.769
53.007 121.755
53.034 121.766
53.038 121.826
53.053 121.744
53.058 121.708
53.058 121.772
53.086 121.782
53.106 121.845
