# Ep lEiso
93.863 -13.771
102.016 -13.574
114.607 -13.469
120.942 -13.192
122.427 -13.436
125.808 -13.394
127.912 -12.965
129.768 -12.803
132.617 -13.447
132.729 -13.577
134.740 -13.291
137.890 -13.392
138.688 -13.000
140.334 -13.171
141.934 -13.331
142.595 -13.329
145.465 -13.192
145.920 -13.285
147.020 -12.890
147.310 -13.362
148.096 -13.126
148.228 -13.226
148.735 -12.697
149.571 -13.115
150.272 -13.112
151.326 -13.341
151.369 -13.278
152.035 -13.194
152.595 -13.107
153.014 -13.257
156.102 -13.153
156.242 -12.955
156.476 -13.293
157.377 -12.582
158.460 -12.953
158.574 -13.184
159.895 -12.581
160.579 -12.809
160.656 -13.208
161.714 -12.671
162.184 -13.266
162.562 -13.169
163.241 -12.871
163.364 -12.935
163.547 -13.205
164.010 -13.367
165.101 -13.148
166.802 -12.719
166.938 -12.966
167.040 -13.302
167.191 -12.997
167.476 -12.817
168.182 -13.232
168.468 -13.243
169.318 -12.849
169.418 -13.281
169.738 -13.207
171.781 -12.645
172.218 -13.244
173.635 -13.109
173.639 -13.072
174.408 -13.236
175.004 -13.229
176.002 -13.184
176.062 -12.835
176.803 -13.290
177.248 -12.861
178.691 -12.287
178.832 -12.703
179.340 -12.891
180.091 -13.129
180.098 -13.178
180.280 -12.890
180.609 -13.139
181.189 -12.817
181.575 -13.089
181.807 -13.123
182.806 -13.129
183.539 -13.013
183.570 -12.972
184.039 -13.141
184.194 -13.099
184.397 -13.161
184.815 -13.014
185.314 -13.061
185.534 -13.098
185.735 -13.172
186.825 -12.912
186.960 -13.142
187.157 -13.131
187.357 -13.079
187.836 -12.978
187.873 -12.984
187.931 -12.645
188.671 -12.652
188.859 -12.973
189.380 -12.719
190.528 -13.076
190.921 -13.136
190.937 -13.001
191.321 -13.167
191.360 -13.334
191.403 -13.066
191.463 -13.097
191.608 -12.793
191.822 -12.725
191.875 -13.067
192.369 -12.895
192.883 -12.946
193.048 -13.100
193.314 -13.083
193.342 -12.965
193.635 -13.037
194.011 -13.138
194.051 -12.993
194.298 -12.935
194.581 -12.665
197.097 -13.228
197.134 -12.529
197.458 -12.877
197.871 -13.204
197.977 -12.922
198.066 -12.954
198.454 -12.976
198.660 -13.010
198.776 -12.769
199.813 -12.965
199.923 -12.911
200.209 -12.749
200.648 -13.106
200.863 -12.978
201.408 -13.280
201.635 -13.042
202.055 -12.983
202.114 -13.083
202.997 -13.083
203.111 -13.090
203.962 -13.011
204.013 -13.219
204.521 -12.586
204.875 -12.781
204.965 -12.966
205.049 -12.848
205.873 -12.851
205.977 -12.758
206.099 -13.163
207.065 -13.029
207.182 -12.985
208.587 -13.039
208.653 -12.859
208.660 -12.394
210.019 -12.924
210.292 -12.951
210.747 -13.155
211.257 -13.000
212.043 -12.986
212.304 -12.975
212.364 -13.010
213.206 -13.016
213.449 -12.938
213.605 -12.951
214.002 -12.923
214.032 -12.536
214.357 -12.879
214.531 -12.873
215.285 -12.948
215.835 -12.831
217.440 -12.825
217.600 -12.906
217.918 -12.755
218.114 -12.868
218.524 -12.981
218.551 -13.073
219.498 -12.882
219.751 -12.367
219.868 -12.850
220.191 -12.606
220.230 -12.258
220.537 -12.868
220.684 -12.507
221.021 -12.840
221.679 -12.435
221.804 -12.680
221.993 -13.004
222.023 -12.764
223.026 -12.979
223.765 -12.718
224.066 -12.807
224.159 -12.430
224.719 -13.007
224.943 -12.789
225.176 -12.868
225.183 -12.902
225.470 -12.861
226.361 -12.696
226.863 -12.291
227.350 -12.668
227.616 -13.033
227.795 -12.759
227.925 -12.797
228.033 -12.868
228.206 -12.562
229.137 -12.823
229.403 -12.917
229.946 -12.406
230.079 -12.850
230.132 -12.693
230.420 -12.865
230.747 -13.004
230.969 -12.714
231.341 -12.824
231.469 -12.173
231.687 -12.746
232.706 -12.915
233.378 -13.043
233.535 -13.022
233.563 -12.845
233.742 -12.295
234.084 -12.354
234.224 -12.714
235.013 -12.639
237.563 -13.084
237.645 -12.670
237.781 -12.736
237.805 -12.819
238.582 -12.741
238.908 -12.232
239.123 -12.877
239.128 -12.802
239.336 -12.698
240.526 -12.823
240.586 -13.097
240.785 -12.698
242.334 -12.494
243.034 -12.866
243.538 -12.583
244.930 -12.706
245.866 -12.450
245.969 -12.712
246.825 -12.780
246.946 -12.848
247.619 -12.132
247.701 -12.513
248.078 -12.903
248.207 -13.074
248.218 -12.769
248.908 -12.723
249.412 -12.718
250.865 -12.710
250.887 -12.315
251.527 -12.483
252.007 -12.871
252.048 -13.160
253.208 -12.339
253.215 -12.717
