# Ep lEiso
69.422 -13.819
72.750 -13.872
81.115 -13.515
84.422 -13.529
85.304 -13.631
87.313 -13.726
88.563 -13.411
89.665 -13.335
91.358 -13.671
91.425 -13.666
92.283 -13.545
93.559 -13.598
94.031 -13.431
95.003 -13.510
95.948 -13.433
96.339 -13.389
98.034 -13.533
98.303 -13.443
98.926 -13.410
99.051 -13.607
99.392 -13.504
99.449 -13.546
99.669 -13.321
100.031 -13.451
100.335 -13.489
100.791 -13.581
100.810 -13.555
101.098 -13.508
101.341 -13.477
101.523 -13.539
103.216 -13.689
103.296 -13.390
103.430 -13.534
103.946 -13.222
104.565 -13.565
104.630 -13.706
105.386 -13.204
105.730 -13.301
105.767 -13.614
106.264 -13.242
106.485 -13.499
106.662 -13.458
106.982 -13.615
107.040 -13.631
107.125 -13.473
107.343 -13.543
107.856 -13.537
108.656 -13.265
108.720 -13.371
108.767 -13.563
108.838 -13.384
108.972 -13.308
109.304 -13.485
109.439 -13.490
109.841 -13.322
109.897 -13.506
110.073 -13.532
111.201 -13.238
111.442 -13.492
112.163 -13.436
112.165 -13.420
112.540 -13.572
112.831 -13.553
113.318 -13.469
113.347 -13.322
113.709 -13.604
113.926 -13.334
114.629 -13.093
114.698 -13.268
114.946 -13.348
115.312 -13.546
115.316 -13.550
115.404 -13.348
115.565 -13.478
115.848 -13.608
116.036 -13.433
116.149 -13.227
116.637 -13.339
116.994 -13.402
117.009 -13.385
117.238 -13.502
117.314 -13.438
117.414 -13.284
117.621 -13.401
117.868 -13.419
117.977 -13.434
118.077 -13.465
118.617 -13.352
118.684 -13.448
118.781 -13.443
118.880 -13.420
119.118 -13.277
119.136 -13.317
119.165 -13.235
119.531 -13.236
119.624 -13.370
119.882 -13.261
120.451 -13.223
120.645 -13.433
120.653 -13.376
120.843 -13.486
120.863 -13.516
120.884 -13.578
120.914 -13.415
120.986 -13.285
121.092 -13.255
121.118 -13.400
121.363 -13.326
121.617 -13.346
121.699 -13.555
121.831 -13.488
121.845 -13.554
121.990 -13.382
122.176 -13.424
122.196 -13.362
122.318 -13.337
122.458 -13.220
123.657 -13.457
123.674 -13.159
123.828 -13.307
124.023 -13.447
124.073 -13.326
124.116 -13.339
124.299 -13.587
124.398 -13.276
124.455 -13.260
124.971 -13.563
125.026 -13.436
125.168 -13.251
125.386 -13.403
125.493 -13.403
125.763 -13.477
125.876 -13.376
126.086 -13.623
126.115 -13.264
126.554 -13.393
126.610 -13.150
127.033 -13.362
127.059 -13.451
127.311 -13.181
127.485 -13.264
127.528 -13.285
127.569 -13.292
127.968 -13.293
128.019 -13.253
128.078 -13.426
128.546 -13.504
128.603 -13.350
129.284 -13.372
129.316 -13.295
129.319 -13.097
129.978 -13.322
130.110 -13.334
130.331 -13.421
130.578 -13.470
130.959 -13.348
131.089 -13.429
131.118 -13.168
131.536 -13.359
131.657 -13.254
131.734 -13.331
131.928 -13.319
131.943 -13.203
132.102 -13.543
132.187 -13.297
132.557 -13.328
132.826 -13.276
133.612 -13.272
133.691 -13.235
133.847 -13.241
133.942 -13.289
134.144 -13.337
134.156 -13.377
134.621 -13.439
134.744 -13.072
134.802 -13.355
134.960 -13.174
134.979 -13.024
135.129 -13.225
135.202 -13.130
135.367 -13.273
135.688 -13.098
135.750 -13.204
135.842 -13.344
135.856 -13.241
136.346 -13.335
136.707 -13.224
136.854 -13.263
136.899 -13.101
137.174 -13.349
137.284 -13.256
137.398 -13.196
137.402 -13.304
137.543 -13.287
137.982 -13.402
138.228 -13.044
138.468 -13.205
138.599 -13.360
138.687 -13.243
138.751 -13.260
138.804 -13.209
138.889 -13.160
139.347 -13.245
139.478 -13.170
139.746 -13.080
139.811 -13.270
139.837 -13.202
